class_name,class_dates,class_times,year,semester
Computer Science (COM SCI) 245 - Big Data Analytics Lec 80,Select Computer Science (COM SCI) 245 - Big Data Analytics Lec 91,MW,2024,fall
Computer Science (COM SCI) 245 - Big Data Analytics Lec 91,MW,2pm-3:50pm,2024,fall
Computer Science (COM SCI) 249 - Current Topics in Data Structures Lec 1,MW,10am-11:50am,2024,fall
Computer Science (COM SCI) 251A - Advanced Computer Architecture Lec 1,MW,12pm-1:50pm,2024,fall
Computer Science (COM SCI) M258A - Design of VLSI Circuits and Systems Lec 1,MW,10am-11:50am,2024,fall
Computer Science (COM SCI) 259 - Current Topics in Computer Science: System Design/Architecture: Chip Design Automation and Deep Learning Lec 1,TR,2pm-3:50pm,2024,fall
Computer Science (COM SCI) 259 - Current Topics in Computer Science: System Design/Architecture: Graphics Processing Unit Microarchitecture Lec 2,TR,6pm-7:50pm,2024,fall
Computer Science (COM SCI) 260D - Large-Scale Machine Learning Lec 1,MW,4pm-5:50pm,2024,fall
Computer Science (COM SCI) 260D - Large-Scale Machine Learning Lec 80,Select Computer Science (COM SCI) 260D - Large-Scale Machine Learning Lec 91,MW,2024,fall
Computer Science (COM SCI) 260D - Large-Scale Machine Learning Lec 91,MW,4pm-5:50pm,2024,fall
Computer Science (COM SCI) 263 - Natural Language Processing Lec 1,MW,2pm-3:50pm,2024,fall
Computer Science (COM SCI) 263 - Natural Language Processing Lec 91,MW,2pm-3:50pm,2024,fall
Computer Science (COM SCI) 264A - Automated Reasoning: Theory and Applications Lec 1,MW,12pm-1:50pm,2024,fall
Computer Science (COM SCI) 264A - Automated Reasoning: Theory and Applications Lec 80,Select Computer Science (COM SCI) 264A - Automated Reasoning: Theory and Applications Lec 91,MW,2024,fall
Computer Science (COM SCI) 264A - Automated Reasoning: Theory and Applications Lec 91,MW,12pm-1:50pm,2024,fall
Computer Science (COM SCI) M276A - Pattern Recognition and Machine Learning Lec 1,MW,2pm-3:15pm,2024,fall
Computer Science (COM SCI) M282A - Cryptography Lec 1,MW,4pm-5:50pm,2024,fall
Computer Science (COM SCI) 285CC - Communication Complexity Lec 1,MW,2pm-3:50pm,2024,fall
Computer Science (COM SCI) 289A - Current Topics in Computer Theory: Advanced Complexity-Based Cryptography Lec 1,MW,6pm-7:50pm,2024,fall
Conservation of Cultural Heritage (CLT HTG) M215 - Cultural Materials Science I: Analytical Imaging and Documentation in Conservation of Materials Lec 1,R,9am-10:50am,2024,fall
"Conservation of Cultural Heritage (CLT HTG) 260 - Structure, Properties, and Deterioration of Materials: Ceramics, Glass, Glazes Lec 1",M,10am-11:45am,2024,fall
Design / Media Arts (DESMA) 10 - Design Culture Lec 1,F,9am-11:50am,2024,fall
Design / Media Arts (DESMA) 101 - Media Arts: Introduction Lec 1,M,2pm-4:50pm,2024,fall
Digital Humanities (DGT HUM) 101 - Introduction to Digital Humanities Lec 1,TR,9:30am-10:45am,2024,fall
Digital Humanities (DGT HUM) 120 - Social Media Data Analytics Lec 1,MW,11am-12:15pm,2024,fall
Disability Studies (DIS STD) 101W - Perspectives on Disability Studies Lec 1,T,4pm-5:50pm,2024,fall
"Disability Studies (DIS STD) M103 - Studies in Disability Literatures: Beauty and Deformity: Aesthetics and Literature of Disability, from Shakespeare to Present Lec 1",TR,2pm-3:50pm,2024,fall
"Disability Studies (DIS STD) M112 - Disability and Musical-Dramatic Arts: Representation, Embodiment, Themes, and Practices Lec 1",MW,9am-10:50am,2024,fall
Disability Studies (DIS STD) M115 - Enforcing Normalcy: Deaf and Disability Studies Lec 1,TR,12:30pm-1:45pm,2024,fall
"Disability Studies (DIS STD) 129 - Theory, Policy, and Practice of Special Education: Implications for Educators and Advocates Lec 1",W,12pm-2:50pm,2024,fall
"Disability Studies (DIS STD) M161 - Sports, Normativity, and Body Lec 1",MW,12pm-1:50pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 3 - Astrobiology Lec 1",MW,2pm-3:15pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) M7 - Perils of Space: Introduction to Space Weather Lec 1",MW,3:30pm-4:45pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 8 - Earthquakes Lec 1",R,T,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 9 - Solar System and Planets Lec 1",TR,11am-12:15pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 15 - Blue Planet: Introduction to Oceanography Lec 1",MWF,1pm-1:50pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 16 - Major Events in History of Life Lec 1",TR,5pm-6:15pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 61 - Geologic Maps Lec 1",TR,11am-12:15pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 103B - Sedimentary Petrology Lec 1",TR,12:30pm-1:45pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) C106 - Physical Geochemistry Lec 1",MW,9am-10:15am,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 150 - Remote Sensing for Earth Sciences Lec 1",M,W,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 150 - Remote Sensing for Earth Sciences Lec 2",M,W,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 152 - Physics of Earth Lec 1",M,T,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 153 - Oceans and Atmospheres Lec 1",TR,9:30am-11am,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 154 - Solar Terrestrial Physics Lec 1",MWF,10am-11:15am,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) M156 - Introduction to Plasma Science and Engineering Lec 1",TR,11am-12:15pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) CM173 - Earth Process and Evolutionary History Lec 1",TR,4pm-5:50pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 200A - Introduction to Geophysics and Space Physics I: Solid Earth and Planets Lec 1",MW,2:30pm-3:50pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 200B - Introduction to Geophysics and Space Physics II: Oceans and Atmospheres Lec 1",TR,9:30am-11am,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 200E - Planetary Origins and Evolution Lec 1","Select Earth, Planetary, and Space Sciences (EPS SCI) 200E - Planetary Origins and Evolution Lec 1","Select Earth, Planetary, and Space Sciences (EPS SCI) 200E - Planetary Origins and Evolution Lec 1",2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) C206 - Physical Geochemistry Lec 1",MW,9am-10:15am,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) CM273 - Earth Process and Evolutionary History Lec 1",TR,4pm-5:50pm,2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 295A - Current Research in Earth, Planetary, and Space Sciences Lec 1",T,3:30pm-4:50pm,2024,fall
Economics (ECON) 1 - Principles of Economics Lec 1,TR,12:30pm-1:45pm,2024,fall
Economics (ECON) 2 - Principles of Economics Lec 1,MW,12:30pm-1:45pm,2024,fall
Economics (ECON) 11 - Microeconomic Theory Lec 1,TR,9:30am-10:45am,2024,fall
Economics (ECON) 11 - Microeconomic Theory Lec 2,MW,6pm-7:15pm,2024,fall
Economics (ECON) 41 - Probability and Statistics for Economists Lec 1,TR,2pm-3:15pm,2024,fall
Economics (ECON) 101 - Microeconomic Theory Lec 1,TR,3:30pm-4:45pm,2024,fall
Economics (ECON) 102 - Macroeconomic Theory Lec 1,MW,3:30pm-4:45pm,2024,fall
Economics (ECON) 103 - Introduction to Econometrics Lec 1,TR,9:30am-10:45am,2024,fall
Economics (ECON) 103L - Econometrics Laboratory Lec 1,F,9am-9:50am,2024,fall
Economics (ECON) 104 - Data Science for Economists Lec 1,MW,3:30pm-4:45pm,2024,fall
Economics (ECON) 104L - Data Science for Economists Laboratory Lec 1,W,5pm-5:50pm,2024,fall
Economics (ECON) 106F - Finance Lec 1,TR,8am-9:20am,2024,fall
Economics (ECON) 106FB - Finance Laboratory Lec 1,F,3pm-3:50pm,2024,fall
Economics (ECON) 106I - Organization of Firms Lec 1,MW,2pm-3:15pm,2024,fall
Economics (ECON) 106I - Organization of Firms Lec 2,MW,3:30pm-4:45pm,2024,fall
Economics (ECON) 106IL - Organization of Firms Laboratory Lec 1,F,10am-11:15am,2024,fall
Economics (ECON) 106IL - Organization of Firms Laboratory Lec 2,F,11:30am-12:45pm,2024,fall
Economics (ECON) 111 - Theories of Development Lec 1,MW,12:30pm-1:45pm,2024,fall
Economics (ECON) 121 - International Trade Theory Lec 1,TR,12:30pm-1:45pm,2024,fall
Economics (ECON) 121 - International Trade Theory Lec 2,TR,2pm-3:15pm,2024,fall
Economics (ECON) 133 - Intergenerational Poverty in America Lec 1,TR,11am-12:15pm,2024,fall
Economics (ECON) 133L - Intergenerational Poverty in America Laboratory Lec 1,W,3pm-3:50pm,2024,fall
Economics (ECON) 134 - Environmental Economics Lec 1,MW,2pm-3:15pm,2024,fall
Economics (ECON) 134 - Environmental Economics Lec 2,MW,3:30pm-4:45pm,2024,fall
Economics (ECON) 137 - Introduction to Urban and Regional Economics Lec 1,MW,11am-12:15pm,2024,fall
Economics (ECON) 142 - Economics of Networks Lec 1,MW,11am-12:15pm,2024,fall
Economics (ECON) 144 - Economic Forecasting Lec 1,TR,12:30pm-1:45pm,2024,fall
Economics (ECON) 160 - Money and Banking Lec 1,MW,8am-9:15am,2024,fall
Economics (ECON) 164 - Advanced Topics in Macroeconomics: Theory of Economic Growth Lec 1,MW,9:30am-10:45am,2024,fall
Economics (ECON) 165 - History of Capitalism in American Economy Lec 1,MW,2pm-3:15pm,2024,fall
Economics (ECON) 167 - Victims and Villains; Panics and Bubbles Lec 1,TR,2pm-3:15pm,2024,fall
Economics (ECON) 168 - Introduction to Principles of Value Investing Lec 1,TR,3:30pm-4:45pm,2024,fall
Economics (ECON) 170 - Industrial Organization: Theory and Tactics Lec 1,Select Economics (ECON) 170 - Industrial Organization: Theory and Tactics Lec 1,Select Economics (ECON) 170 - Industrial Organization: Theory and Tactics Lec 1,2024,fall
Economics (ECON) 185 - Career Development Lec 1,MW,5pm-7:15pm,2024,fall
Economics (ECON) 200 - Mathematical Methods in Economics Lec 1,MW,12:30pm-1:45pm,2024,fall
Economics (ECON) 201A - Microeconomics: Theory of Firm and Consumer Lec 1,MW,F,2024,fall
Economics (ECON) 202A - Macroeconomics: Dynamics and Growth Theory Lec 1,MW,F,2024,fall
Economics (ECON) 203A - Introduction to Econometrics I Lec 1,TR,8am-9:15am,2024,fall
Economics (ECON) 211C - Game Theory and Economic Applications Lec 1,MW,9am-10:15am,2024,fall
Economics (ECON) 214A - Topics in Mathematical Economics: General Equilibrium Theory Lec 1,Select Economics (ECON) 214A - Topics in Mathematical Economics: General Equilibrium Theory Lec 1,Select Economics (ECON) 214A - Topics in Mathematical Economics: General Equilibrium Theory Lec 1,2024,fall
Economics (ECON) 219A - Workshop: Economic Theory and Mathematical Economics Lec 1,R,2pm-3:30pm,2024,fall
Economics (ECON) 221A - Monetary Economics I Lec 1,MW,2pm-3:15pm,2024,fall
Economics (ECON) 229A - Workshop: Monetary Economics Lec 1,M,11:40am-12:55pm,2024,fall
Economics (ECON) 231A - Advanced Econometrics I Lec 1,TR,10:20am-11:35am,2024,fall
Economics (ECON) 239A - Workshop: Econometrics Lec 1,W,3:30pm-4:50pm,2024,fall
Economics (ECON) 241 - Economic History of Western Europe Lec 1,M,3:30pm-6pm,2024,fall
Economics (ECON) 261A - Labor Economics I Lec 1,W,1pm-3:20pm,2024,fall
Economics (ECON) 262F - Topics in Labor Economics: Public Sector Microeconomics Lec 1,Select Economics (ECON) 262F - Topics in Labor Economics: Public Sector Microeconomics Lec 1,Select Economics (ECON) 262F - Topics in Labor Economics: Public Sector Microeconomics Lec 1,2024,fall
Economics (ECON) 262P - Topics in Labor Economics Lec 1,TR,9am-10:15am,2024,fall
Economics (ECON) 269A - Workshop: Labor Economics Lec 1,T,3:30pm-4:50pm,2024,fall
"Economics (ECON) 271A - Industrial Organization, Price Policies, and Regulation I Lec 1",T,5pm-7:30pm,2024,fall
Economics (ECON) 279A - Workshop: Business Organization Lec 1,T,2pm-3:20pm,2024,fall
Economics (ECON) 281A - International Trade Theory Lec 1,TR,10:30am-11:45am,2024,fall
Economics (ECON) 287C - Topics in Development Economics: Economic Development Lec 1,MW,10am-11:50am,2024,fall
Economics (ECON) 401A - Microeconomic Theory Lec 80,TR,9:30am-10:45am,2024,fall
Economics (ECON) 402A - Macroeconomic Theory Lec 80,TR,11am-12:15pm,2024,fall
Economics (ECON) 424 - Income Inequality Lec 80,MW,12:30pm-1:45pm,2024,fall
Economics (ECON) 430 - Applied Econometrics with Python Lec 82,MW,9:30am-10:45am,2024,fall
Economics (ECON) 430 - Applied Econometrics with Python Lec 83,MW,11am-12:15pm,2024,fall
Economics (ECON) 433 - Core Finance Lec 80,MW,2pm-3:15pm,2024,fall
Economics (ECON) 436 - Introduction to Financial Accounting Lec 81,TR,8am-9:15am,2024,fall
Economics (ECON) 443 - SQL and Data Management Lec 1,TR,3:30pm-4:45pm,2024,fall
Engineering (ENGR) 1IT - Introduction to Engineering Design: Internet of Things Lec 1,M,9am-9:50am,2024,fall
Engineering (ENGR) 87 - Introduction to Engineering Disciplines Lec 1,TR,2pm-3:50pm,2024,fall
Engineering (ENGR) 110 - Introduction to Technology Management and Economics for Engineers Lec 1,MW,12pm-1:50pm,2024,fall
Engineering (ENGR) 111 - Introduction to Finance and Marketing for Engineers Lec 1,TR,10am-11:50am,2024,fall
Engineering (ENGR) 183EW - Engineering and Society Lec 1,MW,8am-9:50am,2024,fall
Engineering (ENGR) 186 - Ethics for Computer Scientists Lec 1,MW,4pm-5:50pm,2024,fall
Engineering (ENGR) 188EW - Experimental Courses in Engineering Ethics Lec 1,TR,8am-9:50am,2024,fall
Engineering (ENGR) 201 - Systems Engineering Lec 80,Select Engineering (ENGR) 201 - Systems Engineering Lec 81,Select Engineering (ENGR) 201 - Systems Engineering Lec 82,2024,fall
Engineering (ENGR) 201 - Systems Engineering Lec 81,Select Engineering (ENGR) 201 - Systems Engineering Lec 82,Select Engineering (ENGR) 201 - Systems Engineering Lec 80,2024,fall
Engineering (ENGR) 201 - Systems Engineering Lec 82,Select Engineering (ENGR) 201 - Systems Engineering Lec 80,Select Engineering (ENGR) 201 - Systems Engineering Lec 81,2024,fall
Engineering (ENGR) 205 - Model-Based Systems Engineering Lec 80,Select Engineering (ENGR) 205 - Model-Based Systems Engineering Lec 80,Select Engineering (ENGR) 205 - Model-Based Systems Engineering Lec 80,2024,fall
Engineering (ENGR) 213 - Data and Business Analytics Lec 80,Select Engineering (ENGR) 213 - Data and Business Analytics Lec 80,Select Engineering (ENGR) 213 - Data and Business Analytics Lec 80,2024,fall
Engineering (ENGR) 214 - Management Communication Lec 1,MW,4pm-5:50pm,2024,fall
Engineering (ENGR) 214 - Management Communication Lec 2,TR,4pm-5:50pm,2024,fall
Engineering (ENGR) 215 - Entrepreneurship for Engineers Lec 80,Select Engineering (ENGR) 215 - Entrepreneurship for Engineers Lec 80,Select Engineering (ENGR) 215 - Entrepreneurship for Engineers Lec 80,2024,fall
Engineering (ENGR) 216 - Product Management Lec 1,MW,2pm-3:50pm,2024,fall
Engineering (ENGR) 216 - Product Management Lec 80,Select Engineering (ENGR) 216 - Product Management Lec 1,MW,2024,fall
Environmental Health Sciences (ENV HLT) C185A - Foundations of Environmental Health Sciences Lec 1,MW,10am-11:50am,2024,fall
Environmental Health Sciences (ENV HLT) 255 - Control of Airborne Contaminants in Industry Lec 1,W,5pm-7:50pm,2024,fall
Environmental Health Sciences (ENV HLT) 259B - Workplace Safety Lec 1,F,10am-11:50am,2024,fall
Epidemiology (EPIDEM) 200A - Methods I: Basic Concepts and Study Designs Lec 1,MW,10am-11:50am,2024,fall
Epidemiology (EPIDEM) 242 - Cancer Epidemiology Lec 1,M,1pm-3:50pm,2024,fall
Epidemiology (EPIDEM) M254 - Nutritional Epidemiology I Lec 1,R,1pm-3:50pm,2024,fall
Epidemiology (EPIDEM) 268 - Introduction to Pharmacoepidemiology Lec 1,R,9am-10:50am,2024,fall
European Languages and Transcultural Studies (ELTS) 140 - European Crime Novel Lec 1,TR,9:30am-10:45am,2024,fall
Food Studies (FOOD ST) 187 - Special Topics in Food Studies: Food and Performance: Highly Productive Consumption Lec 2,TR,2pm-3:50pm,2024,fall
Food Studies (FOOD ST) 187 - Special Topics in Food Studies: Introduction to Permaculture Lec 1,TR,12:30pm-1:45pm,2024,fall
Geography (GEOG) 1 - Earth's Physical Environment Lec 1,T,2pm-2:50pm,2024,fall
Geography (GEOG) 2 - Biodiversity in Changing World Lec 1,TR,8am-9:15am,2024,fall
Geography (GEOG) 3 - Cultural Geography Lec 1,R,2pm-2:50pm,2024,fall
Geography (GEOG) 5 - People and Earth's Ecosystems Lec 1,T,8am-8:50am,2024,fall
Geography (GEOG) 7 - Introduction to Geographic Information Systems Lec 1,W,2pm-2:50pm,2024,fall
Geography (GEOG) 107 - Forest Ecosystems Lec 1,TR,9:30am-10:45am,2024,fall
Geography (GEOG) 109 - Biogeography of Plant and Animal Invasions Lec 1,R,1pm-3:50pm,2024,fall
Geography (GEOG) 120 - Hydrology Lec 1,2pm-3:15pm,Select Geography (GEOG) 120 - Hydrology Lec 1,2024,fall
Geography (GEOG) 146 - Environmental Justice and Climate Change Lec 1,TR,2pm-3:15pm,2024,fall
Geography (GEOG) 161 - Cities and Social Difference Lec 1,TR,5pm-6:15pm,2024,fall
Geography (GEOG) 171A - North America Lec 1,TR,11am-12:15pm,2024,fall
Geography (GEOG) 172A - Spanish South America Lec 1,TR,5pm-6:15pm,2024,fall
Geography (GEOG) 181A - Intermediate Geographic Information Systems Lec 1,M,9am-11:50am,2024,fall
Geography (GEOG) 182B - Remote Sensing: Digital Image Processing and Analysis Lec 1,TR,2:30pm-3:45pm,2024,fall
Geography (GEOG) 200A - History and Structure of Modern Geography Lec 1,T,1pm-3:50pm,2024,fall
Geography (GEOG) 201 - Research Design in Geography Lec 1,R,11am-1:50pm,2024,fall
Geography (GEOG) 255 - Physical Basis of Geography Lec 1,W,10am-12:50pm,2024,fall
Geography (GEOG) 401 - Applied Geospatial Data Science Lec 1,Select Geography (GEOG) 401 - Applied Geospatial Data Science Lec 1,Select Geography (GEOG) 401 - Applied Geospatial Data Science Lec 1,2024,fall
Geography (GEOG) 410 - Geospatial Databases and Data Management Lec 1,Select Geography (GEOG) 410 - Geospatial Databases and Data Management Lec 1,Select Geography (GEOG) 410 - Geospatial Databases and Data Management Lec 1,2024,fall
Geography (GEOG) 411 - Geospatial Imagery Analysis Lec 1,Select Geography (GEOG) 411 - Geospatial Imagery Analysis Lec 1,Select Geography (GEOG) 411 - Geospatial Imagery Analysis Lec 1,2024,fall
Global Jazz Studies (GJ STDS) M25 - Global Pop Lec 1,MW,9am-10:50am,2024,fall
Global Jazz Studies (GJ STDS) M50A - Jazz in American Culture: Late 19th Century through 1940s Lec 1,TR,9am-10:50am,2024,fall
Global Jazz Studies (GJ STDS) 122A - Jazz Styles and Analysis: Early Jazz to Swing Era Lec 1,M,11am-1:50pm,2024,fall
Global Jazz Studies (GJ STDS) 129A - Jazz Theory and Improvisation I Lec 1,W,1pm-2:50pm,2024,fall
Global Jazz Studies (GJ STDS) M131 - Development of Latin Jazz Lec 1,MW,3pm-4:50pm,2024,fall
Global Jazz Studies (GJ STDS) 188 - Special Topics in Global Jazz Studies: Sociocultural History of Jazz Lec 1,T,3pm-5:50pm,2024,fall
Global Studies (GLBL ST) 1 - Introduction to Globalization Lec 1,MW,3:30pm-4:45pm,2024,fall
Global Studies (GLBL ST) 160 - Selected Topics in Global Studies: Ralph Bunche and Postwar Decolonization at United Nations Lec 1,MW,2pm-3:15pm,2024,fall
"Health Policy and Management (HLT POL) M110 - Ethnic, Cultural, and Gender Issues in America's Healthcare Systems Lec 1",MW,11am-12:15pm,2024,fall
Health Policy and Management (HLT POL) 142 - How Health Happens Lec 1,TR,10am-11:20am,2024,fall
Health Policy and Management (HLT POL) 200A - Health Systems Organization and Financing Lec 1,M,1pm-3:50pm,2024,fall
Health Policy and Management (HLT POL) 200A - Health Systems Organization and Financing Lec 3,W,2:30pm-3:50pm,2024,fall
