class_name,class_dates,class_times,class_professor,year,semester,prof_rating,bruin_walk_url
Chicana/o and Central American Studies (CCAS) M155B - U.S. Latino Politics Lec 1,MW,9:30am-10:45am,"de La Vega, I.M.",2024,fall,N/A,https://bruinwalk.com/professors/izul-m-de-la-vega/ccas-m155b/
Chicana/o and Central American Studies (CCAS) M185 - Whose Monument Where: Course on Public Art Lec 1,TR,2pm-3:50pm,Lopez Gaspar de Al,2024,fall,N/A,https://bruinwalk.com/professors/l-lopez-gaspar-de-al
Chicana/o and Central American Studies (CCAS) 187C - Aztec Art Lec 1,MW,9:30am-10:45am,"Ellis, H.",2024,fall,N/A,https://bruinwalk.com/professors/alissa-joan-ellis
Classics (CLASSIC) 10 - Discovering Greeks Lec 1,MWF,9am-9:50am,"Haselswerdt, E.H.",2024,fall,4.9,https://bruinwalk.com/professors/ella-haselswerdt/classic-10/
Classics (CLASSIC) 51A - Art and Archaeology of Ancient Greece Lec 1,TR,9:30am-10:45am,"Papadopoulos, J.K.",2024,fall,N/A,https://bruinwalk.com/professors/m-papadopoulos
Classics (CLASSIC) 144 - Topical Studies in Ancient Culture: Classics and Social Justice Lec 1,MW,12:30pm-1:45pm,"Nguyen, K.",2024,fall,N/A,https://bruinwalk.com/professors/k-nguyen-lam
Classics (CLASSIC) 144 - Topical Studies in Ancient Culture Lec 2,MW,2pm-3:15pm,The Staff,2024,fall,N/A,N/A
Classics (CLASSIC) M146A - Plato--Earlier Dialogues Lec 1,TR,11am-12:15pm,"Lawrence, G.",2024,fall,N/A,https://bruinwalk.com/professors/lawrence-g-selna
Classics (CLASSIC) M153K - Classical Archaeology: Greco-Roman Painting Lec 1,TR,12:30pm-1:45pm,"Papadopoulos, J.K.",2024,fall,N/A,https://bruinwalk.com/professors/m-papadopoulos
Communication (COMM) 1 - Principles of Oral Communication Lec 1,MW,10am-11:50am,"Hurwitz, B.",2024,fall,4.9,https://bruinwalk.com/professors/brian-hurwitz/comm-1/
Communication (COMM) 1 - Principles of Oral Communication Lec 2,MW,12pm-1:50pm,"Hurwitz, B.",2024,fall,4.9,https://bruinwalk.com/professors/brian-hurwitz/comm-1/
Communication (COMM) 1 - Principles of Oral Communication Lec 3,MW,2pm-3:50pm,"Carpenter, R.M.",2024,fall,5.0,https://bruinwalk.com/professors/robert-mark-carpenter/comm-1/
Communication (COMM) 1 - Principles of Oral Communication Lec 4,TR,4pm-5:50pm,"Arbabzadah, N.",2024,fall,4.5,https://bruinwalk.com/professors/nushin-arbabzadah/comm-1/
Communication (COMM) 1 - Principles of Oral Communication Lec 5,TR,10am-11:50am,"Hurwitz, B.",2024,fall,4.9,https://bruinwalk.com/professors/brian-hurwitz/comm-1/
Communication (COMM) 1 - Principles of Oral Communication Lec 6,TR,12pm-1:50pm,"McLean, C.",2024,fall,N/A,https://bruinwalk.com/professors/ian-mclean
Communication (COMM) 1 - Principles of Oral Communication Lec 7,TR,2pm-3:50pm,"McLean, C.",2024,fall,N/A,https://bruinwalk.com/professors/ian-mclean
Communication (COMM) 1 - Principles of Oral Communication Lec 8,MW,4pm-5:50pm,"Jones, G.",2024,fall,N/A,https://bruinwalk.com/professors/norman-jones
Communication (COMM) 1 - Principles of Oral Communication Lec 9,MW,6pm-7:50pm,"Jones, G.",2024,fall,N/A,https://bruinwalk.com/professors/norman-jones
Communication (COMM) 1 - Principles of Oral Communication Lec 10,TR,6pm-7:50pm,No instructors,2024,fall,N/A,N/A
Communication (COMM) 10 - Introduction to Communication Lec 1,TR,4pm-5:50pm,"Suman, M.",2024,fall,3.2,https://bruinwalk.com/professors/michael-w-suman/comm-10/
Communication (COMM) M72A - Sex from Biology to Gendered Society Lec 1,TR,2pm-3:15pm,"Vaughn, R.A.",2024,fall,N/A,https://bruinwalk.com/professors/b.-vaughn
Communication (COMM) 101 - Freedom of Communication Lec 1,R,5pm-7:50pm,"Kassabian, R.",2024,fall,3.1,https://bruinwalk.com/professors/raffi-kassabian/comm-101/
Communication (COMM) 102 - Principles of Argumentation Lec 1,MW,4pm-5:50pm,"Carpenter, R.M.",2024,fall,5.0,https://bruinwalk.com/professors/robert-mark-carpenter/comm-102/
"Communication (COMM) 104 - Rumors, Gossip, and Urban Legends in Journalism Lec 1",TR,2pm-3:15pm,"Arbabzadah, N.",2024,fall,N/A,https://bruinwalk.com/professors/nushin-arbabzadah
Communication (COMM) 108 - Communication and Identity Lec 1,TR,11am-12:15pm,"Kicenski, K.K.",2024,fall,3.0,https://bruinwalk.com/professors/karyl-kicenski/comm-108/
Communication (COMM) 109 - Entrepreneurial Communication Lec 1,M,10am-12:50pm,"Peterson, S.",2024,fall,N/A,https://bruinwalk.com/professors/david-peterson
Communication (COMM) M117 - Negotiation Lec 1,F,12pm-2:50pm,"Stroessner, S.J.",2024,fall,5.0,https://bruinwalk.com/professors/steve-stroessner/comm-m117/
Communication (COMM) M123 - Social Cognition Lec 1,MW,2pm-3:15pm,"Stroessner, S.J.",2024,fall,N/A,https://bruinwalk.com/professors/steve-stroessner
Communication (COMM) M144A - Conversational Structures I Lec 1,MW,11am-12:15pm,"Clayman, S.E.",2024,fall,N/A,https://bruinwalk.com/professors/steven-e-clayman/comm-m144a/
Communication (COMM) 146 - Evolution of Mass Media Images Lec 1,MW,11am-12:15pm,"Huppin, M.A.",2024,fall,4.0,https://bruinwalk.com/professors/mark-huppin/comm-146/
Communication (COMM) M147 - Sociology of Mass Communication Lec 1,MW,3:30pm-4:45pm,"Yeritsian, G.",2024,fall,N/A,https://bruinwalk.com/professors/gary-yeritsian/comm-m147/
Communication (COMM) 150 - Methodologies in Communication Research Lec 1,TR,2pm-3:50pm,"Kernell, G.C.",2024,fall,2.2,https://bruinwalk.com/professors/georgia-kernell/comm-150/
Communication (COMM) 151 - Computer-Mediated Communication Lec 1,MWF,2pm-2:50pm,TA,2024,fall,N/A,N/A
Communication (COMM) 152 - Analysis of Communication Effects Lec 1,TR,2pm-3:15pm,"Suman, M.",2024,fall,3.0,https://bruinwalk.com/professors/michael-w-suman/comm-152/
Communication (COMM) 156 - Social Networking Lec 1,W,6pm-8:50pm,"Lamberson, P.J.",2024,fall,4.2,https://bruinwalk.com/professors/peter-j-lamberson/comm-156/
Communication (COMM) 158 - Python for Social Sciences Lec 1,MW,3:30pm-4:45pm,No instructors,2024,fall,N/A,N/A
Communication (COMM) 160 - Political Communication Lec 1,R,4pm-6:50pm,"Kernell, G.C.",2024,fall,3.3,https://bruinwalk.com/professors/georgia-kernell/comm-160/
Communication (COMM) M165 - Agitational Communication Lec 1,W,5pm-7:50pm,"Von Blum, P.",2024,fall,4.5,https://bruinwalk.com/professors/paul-von-blum/comm-m165/
Communication (COMM) 173 - Affect and Emotion in Political Communication Lec 1,MW,11am-12:15pm,"Soroka, S.N.",2024,fall,5.0,https://bruinwalk.com/professors/stuart-neil-soroka/comm-173/
Communication (COMM) 185 - Field Studies in Communication Lec 1,T,5pm-7:50pm,"Peterson, S.",2024,fall,N/A,https://bruinwalk.com/professors/david-peterson
Community Engagement and Social Change (CESC) 50XP - Engaging Los Angeles Lec 1,M,4pm-5:50pm,"Marquez, R.",2024,fall,N/A,https://bruinwalk.com/professors/w-r-marquez
Community Health Sciences (COM HLT) 20 - Public Health Perspectives on Sexual and Reproductive Health Lec 1,MW,4pm-5:50pm,"Wagman, J.A.",2024,fall,5.0,https://bruinwalk.com/professors/jennifer-a-wagman/com-hlt-20/
Community Health Sciences (COM HLT) 100 - Introduction to Community Health Sciences Lec 1,TR,3pm-4:50pm,"Tavrow, P.A.",2024,fall,3.8,https://bruinwalk.com/professors/paula-tavrow/com-hlt-100/
"Community Health Sciences (COM HLT) 132 - Health, Disease, and Health Services in Latin America Lec 1",T,9am-11:50am,"Taub, B.",2024,fall,3.6,https://bruinwalk.com/professors/bonnie-taub/com-hlt-132/
Community Health Sciences (COM HLT) 160 - Health Communication in Public Health Lec 1,TR,11am-12:15pm,"Massey, P.",2024,fall,N/A,https://bruinwalk.com/professors/philip-minter-massey
Community Health Sciences (COM HLT) 205 - Immigrant Health Lec 1,T,1pm-3:50pm,"Nwankwo, E.",2024,fall,N/A,https://bruinwalk.com/professors/ezinne-nwankwo
Community Health Sciences (COM HLT) 210 - Community Health Sciences Lec 1,MW,10am-11:50am,"Gee, G.",2024,fall,N/A,https://bruinwalk.com/professors/gilbert-gee/com-hlt-210/
Community Health Sciences (COM HLT) 212 - Advanced Social Research Methods in Health Lec 1,TR,1pm-2:50pm,"Kuhn, R.",2024,fall,N/A,https://bruinwalk.com/professors/taylor-kuhn
Community Health Sciences (COM HLT) 247 - Population Change and Public Policy Lec 1,W,1pm-3:50pm,"Sudhinaraset, M.",2024,fall,N/A,https://bruinwalk.com/professors/may-sudhinaraset/com-hlt-247/
Community Health Sciences (COM HLT) M251 - Nutritional Epidemiology I Lec 1,R,1pm-3:50pm,"Chen, L.",2024,fall,N/A,https://bruinwalk.com/professors/tzu-chin-chen
Community Health Sciences (COM HLT) 254 - Intentional Disasters: War and Refugees Lec 1,M,3pm-4:50pm,"Halbert, R.J.",2024,fall,N/A,https://bruinwalk.com/professors/ronald-j.-halbert
Community Health Sciences (COM HLT) 440 - Public Health and National Security at U.S.-Mexico Border Lec 1,M,1pm-3:50pm,"Stratton, S.J.",2024,fall,N/A,https://bruinwalk.com/professors/s-l-stratton/com-hlt-440/
"Community Health Sciences (COM HLT) CM470 - Improving Worker Health: Social Movements, Policy Debates, and Public Health Lec 1",M,3pm-5:50pm,"Riley, K.",2024,fall,N/A,https://bruinwalk.com/professors/riley-ceperich
Community Health Sciences (COM HLT) 484 - Risk Communications Lec 1,R,9am-11:50am,"Garfin, D.R.",2024,fall,N/A,https://bruinwalk.com/professors/dana-rose-garfin
Comparative Literature (COM LIT) 2CW - Survey of Literature: Age of Enlightenment to 20th Century Lec 1,MW,10am-10:50am,"Komar, K.L.",2024,fall,3.7,https://bruinwalk.com/professors/kathleen-l-komar/com-lit-2cw/
Comparative Literature (COM LIT) 2CW - Survey of Literature: Age of Enlightenment to 20th Century Lec 2,TR,3pm-3:50pm,No instructors,2024,fall,N/A,N/A
Comparative Literature (COM LIT) 100 - Introduction to Literary and Critical Theory Lec 1,M,2pm-4:50pm,"Kanner-Botan, A.",2024,fall,N/A,https://bruinwalk.com/professors/a-a-gooch
Computer Science (COM SCI) 30 - Principles and Practices of Computing Lec 1,MW,2pm-3:50pm,"Millstein, T.D.",2024,fall,4.9,https://bruinwalk.com/professors/todd-millstein/com-sci-30/
Computer Science (COM SCI) 31 - Introduction to Computer Science I Lec 1,MW,10am-11:50am,"Smallberg, D.A.",2024,fall,4.1,https://bruinwalk.com/professors/david-a-smallberg/com-sci-31/
Computer Science (COM SCI) 31 - Introduction to Computer Science I Lec 2,MW,4pm-5:50pm,"Smallberg, D.A.",2024,fall,4.1,https://bruinwalk.com/professors/david-a-smallberg/com-sci-31/
Computer Science (COM SCI) 32 - Introduction to Computer Science II Lec 1,MW,4pm-5:50pm,"Stahl, H.A.",2024,fall,4.5,https://bruinwalk.com/professors/howard-stahl/com-sci-32/
Computer Science (COM SCI) 33 - Introduction to Computer Organization Lec 1,TR,4pm-5:50pm,"Nowatzki, A.J.",2024,fall,4.3,https://bruinwalk.com/professors/anthony-nowatzki/com-sci-33/
Computer Science (COM SCI) 35L - Software Construction Lec 1,MW,4pm-5:50pm,The Staff,2024,fall,N/A,N/A
Computer Science (COM SCI) M51A - Logic Design of Digital Systems Lec 1,MW,12pm-1:50pm,"Kurtz, K.",2024,fall,N/A,https://bruinwalk.com/professors/wendy-kurtz
Computer Science (COM SCI) 111 - Operating Systems Principles Lec 1,TR,2pm-3:50pm,"Reiher, P.L.",2024,fall,4.0,https://bruinwalk.com/professors/peter-reiher/com-sci-111/
Computer Science (COM SCI) 118 - Computer Network Fundamentals Lec 1,TR,2pm-3:50pm,"Varghese, G.",2024,fall,4.1,https://bruinwalk.com/professors/george-varghese/com-sci-118/
Computer Science (COM SCI) M119 - Fundamentals of Embedded Networked Systems Lec 1,MW,2pm-3:50pm,"Chen, X.",2024,fall,N/A,https://bruinwalk.com/professors/x-xiao
Computer Science (COM SCI) 130 - Software Engineering Lec 1,MW,6pm-7:50pm,"Elaasar, M.",2024,fall,2.8,https://bruinwalk.com/professors/maged-elaasar/com-sci-130/
Computer Science (COM SCI) 131 - Programming Languages Lec 1,MW,2pm-3:50pm,"Nachenberg, C.S.",2024,fall,4.1,https://bruinwalk.com/professors/carey-nachenberg/com-sci-131/
Computer Science (COM SCI) 134 - Distributed Systems Lec 1,MW,4pm-5:50pm,"Rosario, R.R.",2024,fall,N/A,https://bruinwalk.com/professors/ryan-r-rosario
Computer Science (COM SCI) M138 - Computer System Security Lec 1,TR,4pm-5:50pm,"Tian, Y.",2024,fall,N/A,https://bruinwalk.com/professors/tian-deng
Computer Science (COM SCI) M148 - Introduction to Data Science Lec 1,TR,4pm-5:50pm,"Batista, S.",2024,fall,N/A,https://bruinwalk.com/professors/sandra-batista
Computer Science (COM SCI) M151B - Computer Systems Architecture Lec 1,TR,12pm-1:50pm,"Sehatbakhsh, N.",2024,fall,N/A,https://bruinwalk.com/professors/nader-sehatbakhsh/com-sci-m151b/
Computer Science (COM SCI) 161 - Fundamentals of Artificial Intelligence Lec 1,TR,10am-11:50am,"Van den Broeck, G.",2024,fall,3.9,https://bruinwalk.com/professors/guy-van-den-broeck/com-sci-161/
Computer Science (COM SCI) 161 - Fundamentals of Artificial Intelligence Lec 91,TR,10am-11:50am,"Van den Broeck, G.",2024,fall,3.9,https://bruinwalk.com/professors/guy-van-den-broeck/com-sci-161/
Computer Science (COM SCI) 163 - Deep Learning for Computer Vision Lec 1,MW,4pm-5:50pm,"Zhou, B.",2024,fall,N/A,https://bruinwalk.com/professors/zhou-min
Computer Science (COM SCI) 174A - Introduction to Computer Graphics Lec 1,TR,6pm-7:50pm,"Law, A.",2024,fall,3.7,https://bruinwalk.com/professors/asish-law/com-sci-174a/
Computer Science (COM SCI) 180 - Introduction to Algorithms and Complexity Lec 1,MW,8am-9:50am,"Korb, A.L.",2024,fall,N/A,https://bruinwalk.com/professors/alexander-korb
Computer Science (COM SCI) 181 - Theory of Computing Lec 1,MW,2pm-3:50pm,"Meka, R.",2024,fall,4.7,https://bruinwalk.com/professors/raghu-meka/com-sci-181/
Computer Science (COM SCI) M184 - Introduction to Computational and Systems Biology Lec 1,F,2pm-3:50pm,TA,2024,fall,N/A,N/A
Conservation of Cultural Heritage (CLT HTG) M215 - Cultural Materials Science I: Analytical Imaging and Documentation in Conservation of Materials Lec 1,R,9am-10:50am,"Kakoulli, I.",2024,fall,N/A,https://bruinwalk.com/professors/ioanna-kakoulli/clt-htg-m215/
"Conservation of Cultural Heritage (CLT HTG) 260 - Structure, Properties, and Deterioration of Materials: Ceramics, Glass, Glazes Lec 1",M,10am-11:45am,"O'Grady, C.",2024,fall,N/A,https://bruinwalk.com/professors/c-p-o'meara
Design / Media Arts (DESMA) 10 - Design Culture Lec 1,F,9am-11:50am,"Huhtamo, E.I.",2024,fall,N/A,https://bruinwalk.com/professors/e.i.-ntekume
Design / Media Arts (DESMA) 101 - Media Arts: Introduction Lec 1,M,2pm-4:50pm,"Huhtamo, E.I.",2024,fall,N/A,https://bruinwalk.com/professors/e.i.-ntekume
Digital Humanities (DGT HUM) 101 - Introduction to Digital Humanities Lec 1,TR,9:30am-10:45am,"Kurtz, W.",2024,fall,5.0,https://bruinwalk.com/professors/wendy-kurtz/dgt-hum-101/
Digital Humanities (DGT HUM) 120 - Social Media Data Analytics Lec 1,MW,11am-12:15pm,"Sanders, A.",2024,fall,N/A,https://bruinwalk.com/professors/-sanders
Disability Studies (DIS STD) 101W - Perspectives on Disability Studies Lec 1,T,4pm-5:50pm,"Solone, C.J.",2024,fall,4.4,https://bruinwalk.com/professors/caitlin-solone/dis-std-101w/
"Disability Studies (DIS STD) M103 - Studies in Disability Literatures: Beauty and Deformity: Aesthetics and Literature of Disability, from Shakespeare to Present Lec 1",TR,2pm-3:50pm,"Deutsch, H.E.",2024,fall,N/A,https://bruinwalk.com/professors/helen-e-deutsch
"Disability Studies (DIS STD) M112 - Disability and Musical-Dramatic Arts: Representation, Embodiment, Themes, and Practices Lec 1",MW,9am-10:50am,"Knapp, R.L.",2024,fall,N/A,https://bruinwalk.com/professors/rachel-rose-knapp
Disability Studies (DIS STD) M115 - Enforcing Normalcy: Deaf and Disability Studies Lec 1,TR,12:30pm-1:45pm,"Lewis, B.",2024,fall,N/A,https://bruinwalk.com/professors/jeffrey-b-lewis
"Disability Studies (DIS STD) 129 - Theory, Policy, and Practice of Special Education: Implications for Educators and Advocates Lec 1",W,12pm-2:50pm,"Solone, C.J.",2024,fall,N/A,https://bruinwalk.com/professors/caitlin-solone
"Disability Studies (DIS STD) M161 - Sports, Normativity, and Body Lec 1",MW,12pm-1:50pm,No instructors,2024,fall,N/A,N/A
"Earth, Planetary, and Space Sciences (EPS SCI) 3 - Astrobiology Lec 1",MW,2pm-3:15pm,"Treude, T.I.",2024,fall,4.1,https://bruinwalk.com/professors/tina-treude/eps-sci-3/
"Earth, Planetary, and Space Sciences (EPS SCI) M7 - Perils of Space: Introduction to Space Weather Lec 1",MW,3:30pm-4:45pm,"Varney, R.H.",2024,fall,N/A,https://bruinwalk.com/professors/roger-hale-varney/eps-sci-m7/
"Earth, Planetary, and Space Sciences (EPS SCI) 9 - Solar System and Planets Lec 1",TR,11am-12:15pm,"Young, E.D.",2024,fall,N/A,https://bruinwalk.com/professors/sean-d-young
"Earth, Planetary, and Space Sciences (EPS SCI) 15 - Blue Planet: Introduction to Oceanography Lec 1",MWF,1pm-1:50pm,The Staff,2024,fall,N/A,N/A
"Earth, Planetary, and Space Sciences (EPS SCI) 16 - Major Events in History of Life Lec 1",TR,5pm-6:15pm,"Monarrez, P.",2024,fall,4.3,https://bruinwalk.com/professors/pedro-manuel-monarrez/eps-sci-16/
"Earth, Planetary, and Space Sciences (EPS SCI) 61 - Geologic Maps Lec 1",TR,11am-12:15pm,"Coffey, K.",2024,fall,4.5,https://bruinwalk.com/professors/kevin-coffey/eps-sci-61/
"Earth, Planetary, and Space Sciences (EPS SCI) 103B - Sedimentary Petrology Lec 1",TR,12:30pm-1:45pm,"Coffey, K.",2024,fall,N/A,https://bruinwalk.com/professors/kevin-coffey/eps-sci-103b/
"Earth, Planetary, and Space Sciences (EPS SCI) C106 - Physical Geochemistry Lec 1",MW,9am-10:15am,"Schauble, E.A.",2024,fall,N/A,https://bruinwalk.com/professors/edwin-schauble
"Earth, Planetary, and Space Sciences (EPS SCI) 153 - Oceans and Atmospheres Lec 1",TR,9am-11am,"Aurnou, J.M.",2024,fall,N/A,https://bruinwalk.com/professors/jonathan-aurnou
"Earth, Planetary, and Space Sciences (EPS SCI) 154 - Solar Terrestrial Physics Lec 1",MWF,10am-11:15am,"Cao, H.",2024,fall,N/A,https://bruinwalk.com/professors/hao-cao
"Earth, Planetary, and Space Sciences (EPS SCI) M156 - Introduction to Plasma Science and Engineering Lec 1",TR,11am-12:15pm,"Da Costa Alves, E.",2024,fall,N/A,https://bruinwalk.com/professors/eduardo-paulo-jorge-da-costa-alves
"Earth, Planetary, and Space Sciences (EPS SCI) CM173 - Earth Process and Evolutionary History Lec 1",TR,4pm-5:50pm,"Jacobs, D.K.",2024,fall,N/A,https://bruinwalk.com/professors/jeffrey-jacobs
"Earth, Planetary, and Space Sciences (EPS SCI) 200A - Introduction to Geophysics and Space Physics I: Solid Earth and Planets Lec 1",MW,2:30pm-3:50pm,"Stixrude, L.P.",2024,fall,N/A,https://bruinwalk.com/professors/lars-stixrude/eps-sci-200a/
"Earth, Planetary, and Space Sciences (EPS SCI) 200B - Introduction to Geophysics and Space Physics II: Oceans and Atmospheres Lec 1",TR,9am-11am,"Aurnou, J.M.",2024,fall,N/A,https://bruinwalk.com/professors/jonathan-aurnou
"Earth, Planetary, and Space Sciences (EPS SCI) 201 - Classical Mechanics Lec 1",TR,1pm-2:50pm,"Newman, W.I.",2024,fall,N/A,https://bruinwalk.com/professors/juliana-newman
"Earth, Planetary, and Space Sciences (EPS SCI) C206 - Physical Geochemistry Lec 1",MW,9am-10:15am,"Schauble, E.A.",2024,fall,N/A,https://bruinwalk.com/professors/edwin-schauble
"Earth, Planetary, and Space Sciences (EPS SCI) CM273 - Earth Process and Evolutionary History Lec 1",TR,4pm-5:50pm,No instructors,2024,fall,N/A,N/A
Economics (ECON) 1 - Principles of Economics Lec 1,TR,12:30pm-1:45pm,"Osei Twumasi, O.I.",2024,fall,3.7,https://bruinwalk.com/professors/olivia-osei-twumasi/econ-1/
Economics (ECON) 2 - Principles of Economics Lec 1,MW,12:30pm-1:45pm,"Boswell, K.S.",2024,fall,3.7,https://bruinwalk.com/professors/kimberly-s-boswell/econ-2/
Economics (ECON) 11 - Microeconomic Theory Lec 1,TR,9:30am-10:45am,"Mazzocco, M.",2024,fall,3.3,https://bruinwalk.com/professors/maurizio-mazzocco/econ-11/
Economics (ECON) 11 - Microeconomic Theory Lec 2,MW,6pm-7:15pm,"Surro, C.J.",2024,fall,3.7,https://bruinwalk.com/professors/chris-surro/econ-11/
Economics (ECON) 41 - Probability and Statistics for Economists Lec 1,TR,2pm-3:15pm,"Hahn, J.",2024,fall,2.8,https://bruinwalk.com/professors/jinyong-hahn/econ-41/
Economics (ECON) 101 - Microeconomic Theory Lec 1,TR,3:30pm-4:45pm,"Vogel, J.E.",2024,fall,3.2,https://bruinwalk.com/professors/jonathan-vogel/econ-101/
Economics (ECON) 102 - Macroeconomic Theory Lec 1,MW,3:30pm-4:45pm,"Bigio Luks, M.S.",2024,fall,1.3,https://bruinwalk.com/professors/matthew-bigio-luks/econ-102/
Economics (ECON) 103 - Introduction to Econometrics Lec 1,TR,9:30am-10:45am,"Rojas, R.R.",2024,fall,3.3,https://bruinwalk.com/professors/randall-rojas/econ-103/
Economics (ECON) 103L - Econometrics Laboratory Lec 1,F,9am-9:50am,"Rojas, R.R.",2024,fall,2.0,https://bruinwalk.com/professors/randall-rojas/econ-103l/
Economics (ECON) 104 - Data Science for Economists Lec 1,MW,3:30pm-4:45pm,"Boswell, K.S.",2024,fall,3.8,https://bruinwalk.com/professors/kimberly-s-boswell/econ-104/
Economics (ECON) 104L - Data Science for Economists Laboratory Lec 1,W,5pm-5:50pm,"Boswell, K.S.",2024,fall,N/A,https://bruinwalk.com/professors/kimberly-s-boswell/econ-104l/
Economics (ECON) 106F - Finance Lec 1,TR,8am-9:20am,"Convery, P.D.",2024,fall,3.8,https://bruinwalk.com/professors/patrick-dennis-convery/econ-106f/
Economics (ECON) 106FB - Finance Laboratory Lec 1,F,3pm-3:50pm,"Convery, P.D.",2024,fall,N/A,https://bruinwalk.com/professors/patrick-dennis-convery/econ-106fb/
Economics (ECON) 106I - Organization of Firms Lec 1,MW,2pm-3:15pm,"Meyer-Ter-Vehn, M.",2024,fall,3.8,https://bruinwalk.com/professors/moritz-meyer-ter-vehn/econ-106i/
Economics (ECON) 106I - Organization of Firms Lec 2,MW,3:30pm-4:45pm,"Meyer-Ter-Vehn, M.",2024,fall,3.8,https://bruinwalk.com/professors/moritz-meyer-ter-vehn/econ-106i/
Economics (ECON) 106IL - Organization of Firms Laboratory Lec 1,F,10am-11:15am,"Meyer-Ter-Vehn, M.",2024,fall,2.0,https://bruinwalk.com/professors/moritz-meyer-ter-vehn/econ-106il/
Economics (ECON) 106IL - Organization of Firms Laboratory Lec 2,F,11:30am-12:45pm,"Meyer-Ter-Vehn, M.",2024,fall,2.0,https://bruinwalk.com/professors/moritz-meyer-ter-vehn/econ-106il/
Economics (ECON) 111 - Theories of Development Lec 1,MW,12:30pm-1:45pm,"Osei Twumasi, O.I.",2024,fall,3.1,https://bruinwalk.com/professors/olivia-osei-twumasi/econ-111/
Economics (ECON) 121 - International Trade Theory Lec 1,TR,12:30pm-1:45pm,"Fajgelbaum, P.D.",2024,fall,2.2,https://bruinwalk.com/professors/pablo-fajgelbaum/econ-121/
Economics (ECON) 121 - International Trade Theory Lec 2,TR,2pm-3:15pm,"Fajgelbaum, P.D.",2024,fall,2.2,https://bruinwalk.com/professors/pablo-fajgelbaum/econ-121/
Economics (ECON) 133 - Intergenerational Poverty in America Lec 1,TR,11am-12:15pm,"Lleras-Muney, A.",2024,fall,5.0,https://bruinwalk.com/professors/adriana-lleras-muney/econ-133/
Economics (ECON) 133L - Intergenerational Poverty in America Laboratory Lec 1,W,3pm-3:50pm,"Lleras-Muney, A.",2024,fall,N/A,https://bruinwalk.com/professors/adriana-lleras-muney/econ-133l/
Economics (ECON) 134 - Environmental Economics Lec 1,MW,2pm-3:15pm,"Rafey, W.M.",2024,fall,3.5,https://bruinwalk.com/professors/william-m-rafey/econ-134/
Economics (ECON) 134 - Environmental Economics Lec 2,MW,3:30pm-4:45pm,"Rafey, W.M.",2024,fall,3.5,https://bruinwalk.com/professors/william-m-rafey/econ-134/
Economics (ECON) 137 - Introduction to Urban and Regional Economics Lec 1,MW,11am-12:15pm,"Osei Twumasi, O.I.",2024,fall,4.0,https://bruinwalk.com/professors/olivia-osei-twumasi/econ-137/
Economics (ECON) 142 - Economics of Networks Lec 1,MW,11am-12:15pm,"Obara, I.",2024,fall,N/A,https://bruinwalk.com/professors/ichiro-obara
Economics (ECON) 144 - Economic Forecasting Lec 1,TR,12:30pm-1:45pm,"Rojas, R.R.",2024,fall,4.3,https://bruinwalk.com/professors/randall-rojas/econ-144/
Economics (ECON) 160 - Money and Banking Lec 1,MW,8am-9:15am,"Convery, P.D.",2024,fall,4.5,https://bruinwalk.com/professors/patrick-dennis-convery/econ-160/
Education (EDUC) 10 - Introduction to Educational Issues and Scholarship Lec 1,T,8am-9:50am,"Guillen, L.I.",2024,fall,N/A,https://bruinwalk.com/professors/lorena-i-guillen
"Education (EDUC) 11 - Education, Equality, and Future of American Society: Problems, Prospects, and Policies Lec 1",W,9:30am-10:45am,"Santibanez, L.",2024,fall,3.0,https://bruinwalk.com/professors/lucrecia-santibanez/educ-11/
Education (EDUC) 35 - Introduction to Inquiry and Research in Education Lec 1,M,8am-9:50am,"Eagan, K.",2024,fall,N/A,https://bruinwalk.com/professors/mark-eagan/educ-35/
"Education (EDUC) 107A - Race, Class, and Education Inequality in U.S. Lec 1",R,2pm-3:50pm,"Howard, T.",2024,fall,N/A,https://bruinwalk.com/professors/sherrel-howard
Education (EDUC) 109A - Globalization and Learning Lec 1,T,11am-1:50pm,"Desjardins, R.",2024,fall,N/A,https://bruinwalk.com/professors/richard-desjardins/educ-109a/
"Education (EDUC) 113 - Democracy, Justice, and Education Lec 1",F,11am-1:50pm,"Quartz, K.",2024,fall,N/A,https://bruinwalk.com/professors/karen-hunter-quartz/educ-113/
Education (EDUC) 150 - Quantitative Research in Education: Claims and Evidence Lec 1,MW,10am-11:50am,"Hansen, M.P.",2024,fall,N/A,https://bruinwalk.com/professors/judith-p-hansen
Education (EDUC) 151 - Quantitative Research in Education: Measurement and Assessment Lec 1,T,12pm-1:50pm,"Jeon, M.",2024,fall,N/A,https://bruinwalk.com/professors/minjeong-jeon/educ-151/
Education (EDUC) M177 - Creating Safe and Welcoming Schools Lec 1,W,8am-9:50am,"Astor, R.A.",2024,fall,4.0,https://bruinwalk.com/professors/ron-astor/educ-m177/
Education (EDUC) 200B - Survey Research Methods in Education Lec 1,MW,12pm-1:50pm,Martinez-Fernandez,2024,fall,N/A,https://bruinwalk.com/professors/jose-fe-martinez-fernandez/educ-200b/
Electrical and Computer Engineering (EC ENGR) 2 - Physics for Electrical Engineers Lec 1,TR,4pm-5:50pm,"Sokolich, M.",2024,fall,3.2,https://bruinwalk.com/professors/marko-sokolich/ec-engr-2/
